Fecha,PORVL21N1,PORVL21N2,PORVL21N3,PORVL21N4,PORVL21N5,PORVL21_AVERAGE
2018-01-12,1.4895652173913043,1.079130434782609,0.944782608695652,0.8921739130434779,0.8160869565217389,1.0443478260869563
2018-01-13,1.1512500000000003,0.8562500000000002,0.6683333333333333,0.5816666666666667,0.656896551724138,0.7828793103448277
2018-01-14,1.0220833333333337,0.7295833333333336,0.5208333333333334,0.5025000000000001,0.5670833333333333,0.6684166666666668
2018-01-15,1.0875,0.8245833333333334,0.65625,0.6549999999999999,0.73875,0.7924166666666667
2018-01-16,1.2320833333333336,0.9979166666666668,0.78625,0.7970833333333333,0.8166666666666668,0.9259999999999999
2018-01-17,1.2516666666666665,1.0216666666666665,0.8458333333333332,0.8333333333333335,0.8779166666666666,0.9660833333333333
2018-01-18,1.1524999999999996,0.8962499999999999,0.6841666666666665,0.6712500000000001,0.8495833333333338,0.85075
2018-01-19,1.090416666666667,0.7429166666666668,0.66125,0.6817241379310345,0.7391666666666667,0.7830948275862071
2018-01-20,1.2425000000000004,0.9995833333333334,0.7954166666666667,0.7821621621621618,0.8340000000000001,0.9307324324324325
2018-01-21,1.2929166666666665,1.1045833333333333,0.8729166666666665,0.8670833333333334,0.8954166666666669,1.0065833333333332
2018-01-22,1.3362500000000004,1.1504166666666669,0.92875,0.9241666666666668,0.9470833333333336,1.0573333333333335
2018-01-23,1.32125,1.1633333333333336,0.9749999999999998,0.9866666666666668,0.9537500000000004,1.08
2018-01-24,1.33625,1.21125,0.9841666666666667,1.0116666666666665,0.9696,1.1025866666666666
2018-01-25,1.4820833333333336,1.1904166666666662,1.0054166666666668,1.0570833333333332,1.0033333333333334,1.1476666666666666
2018-01-26,1.590833333333334,1.2195833333333337,1.05375,1.1112499999999998,1.0412499999999996,1.2033333333333336
2018-01-27,1.5441666666666671,1.2462500000000003,1.1249999999999998,1.1295833333333332,1.0825000000000005,1.2255
2018-01-28,1.5133333333333332,1.27375,1.1716666666666669,1.1625000000000003,1.1304166666666664,1.2503333333333333
2018-01-29,1.5112500000000004,1.3016666666666663,1.2283333333333335,1.2012499999999997,1.1854166666666666,1.2855833333333333
2018-01-30,1.5349999999999997,1.3179166666666668,1.28625,1.2341666666666662,1.2391666666666667,1.3224999999999998
2018-01-31,1.574583333333334,1.339166666666667,1.3604166666666666,1.267916666666667,1.2904166666666668,1.3665000000000003
2018-02-01,1.5975,1.382083333333333,1.4391666666666665,1.3041666666666665,1.35125,1.4148333333333332
2018-02-02,1.6158333333333332,1.4258333333333335,1.5429166666666665,1.3404166666666673,1.406666666666667,1.4663333333333335
2018-02-03,1.6650000000000005,1.4537499999999997,1.6654166666666668,1.3795833333333334,1.3983333333333332,1.512416666666667
2018-02-04,1.6937500000000003,1.4937500000000004,1.585416666666667,1.4208333333333336,1.405833333333333,1.5199166666666668
2018-02-05,1.7000000000000002,1.524166666666667,1.6875000000000002,1.4712,1.4287500000000002,1.5623233333333333
2018-02-06,1.7000000000000002,1.5683333333333331,1.7000000000000002,1.5237499999999995,1.425,1.5834166666666667
2018-02-07,1.6916666666666664,1.6012499999999996,1.7000000000000002,1.56625,1.4266666666666667,1.5971666666666666
2018-02-08,1.7000000000000002,1.645833333333333,1.7000000000000002,1.6062499999999995,1.42875,1.6161666666666665
2018-02-09,1.7000000000000002,1.6762500000000002,1.7000000000000002,1.6354166666666663,1.4316666666666666,1.628666666666667
2018-02-10,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.6687500000000002,1.43,1.63975
2018-02-11,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.6962500000000005,1.425833333333334,1.6444166666666669
2018-02-12,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.4200000000000006,1.6440000000000001
2018-02-13,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.4183333333333332,1.6436666666666668
2018-02-14,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.695833333333334,1.41375,1.641916666666667
2018-02-15,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.6441666666666659,1.4129166666666666,1.6314166666666665
2018-02-16,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.672916666666666,1.41,1.636583333333333
2018-02-17,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.6579166666666665,1.4133333333333338,1.6342500000000002
2018-02-18,1.7000000000000002,1.7000000000000002,1.697916666666667,1.6779166666666665,1.415,1.6381666666666668
2018-02-19,1.7000000000000002,1.7000000000000002,1.6412500000000003,1.6995833333333337,1.4162499999999998,1.631416666666667
2018-02-20,1.7000000000000002,1.7000000000000002,1.6425,1.6758333333333335,1.4204166666666669,1.62775
2018-02-21,1.7000000000000002,1.7000000000000002,1.6270833333333334,1.7000000000000002,1.419166666666667,1.62925
2018-02-22,1.7000000000000002,1.7000000000000002,1.6420833333333336,1.7000000000000002,1.4233333333333336,1.6330833333333334
2018-02-23,1.7000000000000002,1.7000000000000002,1.6983333333333341,1.7000000000000002,1.42375,1.6444166666666669
2018-02-24,1.7000000000000002,1.7000000000000002,1.6983333333333341,1.6970833333333335,1.4225,1.6435833333333334
2018-02-25,1.7000000000000002,1.7000000000000002,1.697500000000001,1.666666666666667,1.4279166666666667,1.6384166666666669
2018-02-26,1.7000000000000002,1.7000000000000002,1.6954166666666668,1.6750000000000007,1.4316666666666669,1.6404166666666669
2018-02-27,1.7000000000000002,1.7000000000000002,1.6987500000000002,1.7000000000000002,1.4383333333333337,1.647416666666667
2018-02-28,1.7000000000000002,1.7000000000000002,1.6920833333333338,1.6500000000000004,1.4350000000000005,1.6354166666666672
2018-03-01,1.7000000000000002,1.7000000000000002,1.6883333333333328,1.6458333333333337,1.4454166666666663,1.6359166666666667
2018-03-02,1.7000000000000002,1.7000000000000002,1.685833333333333,1.6575,1.4554166666666664,1.63975
2018-03-03,1.7000000000000002,1.7000000000000002,1.6804166666666676,1.7000000000000002,1.4620833333333332,1.6485000000000003
2018-03-04,1.7000000000000002,1.7000000000000002,1.6725,1.665,1.4741666666666662,1.6423333333333332
2018-03-05,1.7000000000000002,1.7000000000000002,1.6729166666666668,1.7000000000000002,1.468333333333333,1.6482500000000002
2018-03-06,1.7000000000000002,1.7000000000000002,1.6779166666666667,1.6608333333333336,1.4733333333333332,1.6424166666666669
2018-03-07,1.7000000000000002,1.7000000000000002,1.6741666666666668,1.7000000000000002,1.4762499999999996,1.6500833333333333
2018-03-08,1.7000000000000002,1.7000000000000002,1.6716666666666669,1.7000000000000002,1.4891666666666667,1.6521666666666668
2018-03-09,1.7000000000000002,1.7000000000000002,1.6695833333333343,1.7000000000000002,1.5029166666666665,1.6545
2018-03-10,1.7000000000000002,1.7000000000000002,1.6791666666666671,1.7000000000000002,1.4749999999999996,1.6508333333333334
2018-03-11,1.7000000000000002,1.7000000000000002,1.6820833333333336,1.7000000000000002,1.4724999999999997,1.6509166666666668
2018-03-12,1.7000000000000004,1.7000000000000002,1.6779166666666667,1.7000000000000002,1.4716666666666665,1.6499166666666667
2018-03-13,1.7000000000000002,1.7000000000000002,1.6745833333333335,1.7000000000000002,1.4787499999999998,1.6506666666666667
2018-03-14,1.7000000000000002,1.7000000000000002,1.6808333333333332,1.7000000000000002,1.4762499999999994,1.6514166666666668
2018-03-15,1.7000000000000002,1.7,1.6808333333333334,1.6779166666666667,1.4754166666666662,1.6468333333333334
2018-03-16,1.7000000000000002,1.7,1.6762500000000005,1.7000000000000002,1.4725,1.6497500000000003
2018-03-17,1.7000000000000002,1.7000000000000002,1.6795833333333334,1.7000000000000002,1.4754166666666666,1.6510000000000002
2018-03-18,1.7000000000000002,1.7000000000000002,1.6816666666666673,1.7000000000000002,1.5741666666666667,1.671166666666667
2018-03-19,1.7000000000000002,1.7000000000000002,1.6737500000000003,1.7000000000000002,1.6112499999999998,1.677
2018-03-20,1.7000000000000002,1.7000000000000002,1.6708333333333334,1.7000000000000002,1.5962500000000004,1.6734166666666668
2018-03-21,1.7000000000000002,1.7000000000000002,1.6779166666666672,1.6866666666666668,1.5820833333333335,1.6693333333333336
2018-03-22,1.7000000000000002,1.7000000000000002,1.6733333333333336,1.7000000000000002,1.5737500000000002,1.6694166666666668
2018-03-23,1.7000000000000002,1.7000000000000002,1.68,1.7000000000000002,1.5650000000000004,1.669
2018-03-24,1.7000000000000002,1.7000000000000002,1.6775000000000004,1.7000000000000002,1.5620833333333335,1.6679166666666667
2018-03-25,1.7000000000000002,1.7000000000000002,1.6750000000000005,1.7000000000000002,1.5645833333333332,1.6679166666666667
2018-03-26,1.7000000000000002,1.7000000000000002,1.675833333333334,1.7000000000000002,1.5725,1.6696666666666669
2018-03-27,1.7000000000000002,1.7000000000000002,1.6795833333333337,1.6975000000000005,1.5679166666666668,1.669
2018-03-28,1.7000000000000002,1.7000000000000002,1.6808333333333334,1.7000000000000002,1.56375,1.6689166666666668
2018-03-29,1.7000000000000002,1.7000000000000002,1.68,1.7000000000000002,1.5729166666666663,1.6705833333333335
2018-03-30,1.7000000000000002,1.7000000000000002,1.68,1.7000000000000002,1.5645833333333332,1.6689166666666666
2018-03-31,1.7000000000000002,1.7000000000000002,1.6750000000000007,1.7000000000000002,1.5612499999999996,1.6672500000000003
2018-04-01,1.7000000000000002,1.7000000000000002,1.669166666666667,1.7000000000000002,1.5445833333333328,1.6627500000000002
2018-04-02,1.7000000000000002,1.7000000000000002,1.675833333333334,1.6866666666666668,1.5424999999999995,1.661
2018-04-03,1.6999999999999995,1.6999999999999995,1.680909090909091,1.6999999999999995,1.5419999999999996,1.664581818181818
2018-04-04,,,,,,
2018-04-05,1.6999999999999995,1.50875,1.6899999999999995,1.6999999999999995,1.6999999999999995,1.6597499999999996
2018-04-06,1.692,1.5162500000000003,1.6712000000000002,1.7000000000000002,1.7000000000000002,1.65589
2018-04-07,1.6904166666666665,1.5220833333333337,1.4175000000000002,1.7000000000000002,1.699166666666667,1.6058333333333337
2018-04-08,1.690416666666666,1.5145833333333336,1.4179166666666674,1.7000000000000002,1.7000000000000002,1.6045833333333335
2018-04-09,1.6891666666666665,1.5012500000000006,1.4183333333333337,1.7000000000000002,1.7000000000000002,1.6017500000000002
2018-04-10,1.6825,1.4979166666666668,1.477083333333334,1.7000000000000002,1.7000000000000002,1.6115000000000002
2018-04-11,1.6808333333333334,1.50375,1.5720833333333328,1.7000000000000002,1.6995833333333332,1.63125
2018-04-12,1.6229166666666666,1.5025000000000004,1.6895833333333334,1.7000000000000002,1.690416666666667,1.6410833333333337
2018-04-13,1.6304347826086956,1.490869565217391,1.6,1.7,1.7,1.6242608695652172
2018-04-14,1.6245833333333335,1.4925000000000004,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.643416666666667
2018-04-15,1.6387499999999997,1.5158333333333334,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.6509166666666666
2018-04-16,1.6441666666666668,1.4863999999999995,1.6125000000000005,1.7000000000000002,1.7000000000000002,1.6286133333333332
2018-04-17,1.6033333333333333,1.4925,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.6391666666666667
2018-04-18,1.6099999999999997,1.50375,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.6427500000000002
2018-04-19,1.6262499999999998,1.4995833333333335,1.7000000000000002,1.7,1.7000000000000002,1.6451666666666669
2018-04-20,1.62,1.5054166666666664,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.6450833333333335
2018-04-21,1.60875,1.49375,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.6405
2018-04-22,1.6224999999999998,1.4883333333333333,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.6421666666666668
2018-04-23,1.586666666666667,1.4883333333333335,1.7000000000000002,1.7,1.7000000000000002,1.6350000000000002
2018-04-24,1.5799999999999994,1.4833333333333332,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.6326666666666667
2018-04-25,1.5762499999999993,1.4845833333333331,1.7000000000000002,1.7,1.7000000000000002,1.6321666666666665
2018-04-26,1.5354166666666669,1.3975,1.3912499999999997,1.6999999999999995,1.6708333333333327,1.5389999999999997
2018-04-27,1.2787499999999998,1.3270833333333332,0.8875000000000001,,1.3637499999999998,1.2142708333333332
2018-04-28,1.3304166666666664,1.4791666666666667,1.018,1.485,1.3766666666666665,1.33785
2018-04-29,1.34,1.3575000000000002,1.0858333333333334,,1.3733333333333333,1.2891666666666668
2018-04-30,1.215,1.2170833333333335,0.9670833333333334,1.015,1.158125,1.1144583333333336
2018-05-01,1.02625,0.7808333333333334,0.7316666666666666,,0.82125,0.84
2018-05-02,1.127916666666667,0.8833333333333334,0.8587499999999998,0.8881249999999999,1.0125,0.954125
2018-05-03,1.038333333333333,0.6825,0.725,0.6795833333333334,0.8224999999999998,0.7895833333333333
2018-05-04,1.1320833333333329,0.8324999999999997,0.7379166666666667,0.8191666666666667,1.02125,0.9085833333333332
2018-05-05,1.1241666666666663,0.8966666666666666,0.8654166666666665,0.9466666666666668,1.1025,0.9870833333333333
2018-05-06,1.1445833333333335,0.8845833333333334,0.8691666666666665,0.99125,1.123333333333334,1.0025833333333334
2018-05-07,0.9316666666666664,0.69625,0.5958333333333334,0.7112500000000002,1.17,0.8210000000000001
2018-05-08,1.0466666666666669,0.6774999999999999,0.7004166666666665,0.6858333333333332,,0.7776041666666665
2018-05-09,1.1329166666666668,0.8504166666666664,0.8091666666666665,0.8245833333333329,0.99,0.9214166666666666
2018-05-10,1.1391666666666669,0.8833333333333333,0.6945833333333336,0.8387500000000002,0.8579166666666665,0.88275
2018-05-11,1.0612500000000002,0.7733333333333334,0.5904166666666667,0.6687500000000001,0.7183333333333334,0.7624166666666667
2018-05-12,1.10125,0.8487499999999999,0.8183333333333332,0.8441666666666666,1.0099999999999998,0.9244999999999999
2018-05-13,1.100416666666667,0.9358333333333334,0.8776923076923079,0.9391666666666664,1.1112499999999996,0.9928717948717949
2018-05-14,1.1616666666666666,1.0533333333333332,0.9418750000000002,1.0124999999999995,1.1991666666666665,1.0737083333333333
2018-05-15,1.1637500000000005,1.0991666666666666,0.984166666666667,1.135,1.2441666666666664,1.12525
2018-05-16,1.231666666666667,1.0574999999999997,1.0274999999999996,1.192083333333333,1.2492000000000003,1.15159
2018-05-17,1.2920833333333337,1.0512499999999998,0.9191666666666664,1.2083333333333333,1.287083333333333,1.1515833333333334
2018-05-18,1.17125,1.031666666666667,0.8808333333333335,1.2558333333333336,1.32,1.1319166666666667
2018-05-19,1.0270833333333331,0.9079166666666664,0.7991666666666667,1.0158333333333331,1.2716666666666665,1.0043333333333333
2018-05-20,0.9354166666666665,0.7245833333333334,0.6577777777777778,0.7241666666666667,1.1387499999999997,0.8361388888888888
2018-05-21,1.0204166666666663,0.8583333333333333,0.7047058823529414,0.8808333333333334,1.170833333333334,0.9270245098039217
2018-05-22,1.0533333333333337,0.8982352941176469,0.8487499999999996,0.9133333333333334,1.17875,0.9784803921568628
2018-05-23,1.0416666666666667,,0.8283333333333335,0.8594736842105263,1.1795833333333332,0.9772642543859649
2018-05-24,0.9987500000000004,,0.80125,0.9330434782608696,1.1425,0.9688858695652175
2018-05-25,1.0387499999999998,0.93,0.8670833333333333,0.9270833333333334,1.195833333333333,0.99175
2018-05-26,1.0679166666666668,0.9491666666666668,0.9054166666666666,0.9891666666666667,1.2080000000000004,1.0239333333333334
2018-05-27,1.085416666666667,0.9635,0.9170833333333336,1.1495833333333338,1.2575,1.074616666666667
2018-05-28,1.1825,1.1075,0.965,1.22,1.2650000000000003,1.1480000000000001
2018-05-29,1.1979166666666667,1.1391666666666664,1.0145833333333336,1.2320833333333336,1.2754166666666664,1.1718333333333333
2018-05-30,1.2262499999999996,1.0970833333333332,1.0583333333333331,1.2041666666666666,1.2920833333333326,1.175583333333333
2018-05-31,1.1666666666666672,1.1030434782608691,1.0366666666666664,1.2270833333333333,1.34,1.1746920289855072
2018-06-01,1.1774999999999998,1.0637499999999998,1.0575,1.25875,1.3941666666666668,1.1903333333333332
2018-06-02,1.1795833333333328,1.100416666666667,1.0391666666666668,1.2516666666666667,1.3783333333333327,1.1898333333333333
2018-06-03,1.2229166666666669,1.05625,1.08125,1.4095833333333332,1.4158333333333335,1.2371666666666665
2018-06-04,1.2637500000000002,1.0595833333333335,1.1408333333333334,1.4087500000000002,1.440416666666667,1.2626666666666668
2018-06-05,1.3049999999999995,1.0708333333333329,1.19,1.434583333333333,1.4558333333333335,1.2912499999999998
2018-06-06,1.2695833333333335,1.0808333333333326,1.1862500000000005,1.4516666666666664,1.4600000000000006,1.2896666666666667
2018-06-07,1.1537499999999998,1.0862499999999995,1.1874999999999998,1.4308333333333338,1.4600000000000006,1.263666666666667
2018-06-08,1.0366666666666664,0.9670833333333332,1.0970833333333327,1.2016666666666664,1.4600000000000006,1.1524999999999999
2018-06-09,1.0762499999999997,1.0558333333333336,1.0608333333333335,1.2508333333333337,1.3996000000000006,1.16867
2018-06-10,1.0925000000000005,1.102083333333333,1.0562499999999997,1.2254166666666666,1.3212500000000005,1.1595000000000002
2018-06-11,0.9841666666666667,1.1242105263157895,0.8612499999999997,1.1112499999999998,1.0991666666666664,1.0360087719298243
2018-06-12,1.0270833333333331,0.8941666666666666,0.7670833333333335,0.8075,0.9504166666666668,0.88925
2018-06-13,1.0324999999999998,0.9258333333333332,0.8870833333333334,0.9208333333333336,1.1066666666666665,0.9745833333333334
2018-06-14,1.1108333333333331,0.9816666666666672,0.9029166666666664,0.8979166666666664,1.0370833333333331,0.9860833333333332
2018-06-15,0.9416666666666664,0.7041666666666667,0.5879166666666665,0.6475000000000001,0.8112499999999999,0.7384999999999999
2018-06-16,0.99375,0.9058333333333336,0.8383333333333334,0.9537500000000002,1.0383333333333329,0.9460000000000001
2018-06-17,1.0529166666666667,0.9754166666666668,0.8975000000000001,0.9487499999999996,1.1291666666666664,1.0007499999999998
2018-06-18,1.0137499999999997,0.8995833333333332,0.8658333333333333,0.9929166666666664,1.0308333333333335,0.9605833333333333
2018-06-19,0.8724999999999999,0.7066666666666667,0.5658333333333334,0.6941666666666668,0.8212500000000001,0.7320833333333334
2018-06-20,0.9837499999999998,0.7970833333333335,0.6166666666666666,0.8204166666666665,0.9362499999999998,0.8308333333333333
2018-06-21,0.8508333333333334,0.6445833333333333,0.5695833333333334,0.6095833333333333,0.7820833333333335,0.6913333333333334
2018-06-22,0.9825000000000004,0.85875,0.78625,0.8450000000000001,1.0033333333333332,0.8951666666666668
2018-06-23,1.0291666666666663,0.9233333333333332,0.84875,0.9395833333333335,1.0791666666666668,0.9640000000000001
2018-06-24,1.0950000000000004,0.9841666666666667,0.9008333333333338,1.1112499999999998,1.1395833333333334,1.0461666666666667
2018-06-25,1.0291666666666666,0.9062500000000004,0.8541666666666666,0.9525000000000002,1.0562499999999997,0.9596666666666668
2018-06-26,1.0525,0.9337499999999996,0.8037499999999999,0.9809090909090908,1.1025000000000005,0.9746818181818181
2018-06-27,1.0270833333333336,0.8579166666666663,0.7666666666666666,0.992608695652174,1.0320833333333332,0.9352717391304347
2018-06-28,1.0291666666666668,0.8729166666666669,0.8033333333333336,1.0025000000000002,1.0320833333333332,0.9480000000000002
2018-06-29,0.98375,0.6608333333333334,0.5531818181818182,0.6983333333333333,0.7845833333333334,0.7361363636363636
2018-06-30,0.9133333333333334,0.6854166666666667,0.5462499999999999,0.6849999999999999,0.8179166666666667,0.7295833333333334
2018-07-01,1.0216666666666665,0.8274999999999998,0.7466666666666666,0.8929166666666668,0.9737500000000004,0.8925000000000001
2018-07-02,1.0045833333333334,0.890416666666667,0.8283333333333336,0.991481481481482,1.0408,0.9511229629629632
2018-07-03,1.0995833333333336,0.9516666666666664,0.8841666666666669,0.9535714285714282,1.0819047619047621,0.9941785714285715
2018-07-04,1.162916666666667,1.078888888888889,0.9412499999999998,1.1392857142857142,1.1684000000000003,1.098148253968254
2018-07-05,1.1529166666666668,1.0704166666666668,0.9495833333333334,1.1739130434782603,1.1700000000000006,1.1033659420289856
2018-07-06,1.0125,0.8591666666666665,0.7804166666666666,0.938095238095238,1.1700000000000006,0.9520357142857143
2018-07-07,1.12,0.9483333333333333,0.8654166666666666,0.9734615384615384,1.1629166666666662,1.014025641025641
2018-07-08,1.1733333333333336,1.075,0.92875,1.0740000000000005,1.198095238095239,1.0898357142857145
2018-07-09,1.1441666666666668,1.1404166666666666,0.9870833333333334,1.1979166666666667,1.203548387096774,1.1346263440860214
2018-07-10,0.8920833333333333,0.7054166666666667,0.6204166666666666,0.5940000000000001,0.7655000000000001,0.7154833333333335
2018-07-11,0.9233333333333332,0.6745833333333332,0.6437499999999999,0.6454166666666664,0.7742857142857141,0.7322738095238093
2018-07-12,1.065833333333334,0.886666666666667,0.7279166666666668,0.9633333333333334,0.9545454545454546,0.9196590909090911
2018-07-13,1.0312499999999996,0.9599999999999996,0.894166666666667,0.9448,1.0959999999999996,0.985243333333333
2018-07-14,1.0525,0.99125,0.9208333333333334,1.0144000000000002,1.1587500000000002,1.0275466666666668
2018-07-15,1.0450000000000002,0.980416666666667,0.8558333333333331,1.0717391304347823,1.1316666666666666,1.0169311594202899
2018-07-16,0.9966666666666666,0.8029166666666668,0.7383333333333333,0.8508695652173914,0.98875,0.8755072463768115
2018-07-17,1.1016666666666668,0.9195833333333332,0.8595833333333333,1.0115999999999996,1.10625,0.9997366666666666
2018-07-18,1.0429166666666665,0.97,0.9204166666666668,1.064375,1.1825000000000003,1.0360416666666667
2018-07-19,1.0983333333333336,1.0604166666666666,0.9520833333333336,1.2187499999999998,1.2145833333333331,1.1088333333333336
2018-07-20,1.0816666666666663,1.0854166666666665,0.9645833333333332,1.2225000000000004,1.22,1.1148333333333331
2018-07-21,1.1451851851851853,1.1420833333333336,0.9950000000000004,1.2320833333333334,1.2233333333333332,1.147537037037037
2018-07-22,1.147916666666667,1.1404166666666666,1.0087499999999998,1.2354166666666666,1.2120833333333334,1.1489166666666666
2018-07-23,1.1825,1.0950000000000004,1.0095833333333333,1.2354166666666664,1.2162499999999998,1.14775
2018-07-24,1.1641666666666668,1.10125,1.033333333333333,1.1708333333333334,1.2304166666666665,1.1400000000000001
2018-07-25,1.1720833333333336,1.0733333333333337,1.0499999999999998,1.1875,1.2591666666666663,1.1484166666666666
2018-07-26,1.1900000000000004,1.0791666666666664,1.0712499999999998,1.20875,1.254166666666667,1.160666666666667
2018-07-27,1.1975,1.0583333333333331,1.0762499999999997,1.225,1.2779166666666668,1.167
2018-07-28,1.1891666666666667,1.0545833333333332,1.0883333333333334,1.2879166666666668,1.302499999999999,1.1844999999999999
2018-07-29,1.0841666666666667,0.9237500000000004,0.9725,0.975,1.1879166666666667,1.0286666666666668
2018-07-30,1.007083333333333,0.8125,0.7333333333333334,0.8733333333333334,0.9670833333333334,0.8786666666666667
2018-07-31,1.0283333333333335,0.7462500000000002,0.5791666666666667,0.7904545454545455,0.90625,0.8100909090909092
2018-08-01,1.0558333333333332,0.6991666666666666,0.5924999999999999,0.6658333333333334,0.8687499999999999,0.7764166666666666
2018-08-02,0.9291666666666668,0.6795833333333333,0.55125,0.6687499999999998,0.8116666666666666,0.7280833333333333
2018-08-03,1.0812499999999996,0.8695833333333333,0.8125000000000003,0.9495,1.00625,0.9438166666666667
